relation,display_relation,x_index,x_id,x_type,x_name,x_source,y_index,y_id,y_type,y_name,y_source
disease_disease,parent-child,29116,14976,disease,lethal left ventricular non-compaction-seizures-hypotonia-cataract-developmental delay syndrome,MONDO,28076,30020_33570_14775_33533_32712_14781_54741_33534_30006_32679_54654_30008_20727_33631_54742_32726_30017_30007_54677_54781_33537_33569_14269_732_33566,disease,combined oxidative phosphorylation deficiency,MONDO_grouped
disease_disease,parent-child,29116,14976,disease,lethal left ventricular non-compaction-seizures-hypotonia-cataract-developmental delay syndrome,MONDO,37521,20225,disease,syndromic cataract,MONDO
disease_disease,parent-child,29116,14976,disease,lethal left ventricular non-compaction-seizures-hypotonia-cataract-developmental delay syndrome,MONDO,38718,16578,disease,mitochondrial oxidative phosphorylation disorder due to nuclear DNA anomalies,MONDO
disease_disease,parent-child,29116,14976,disease,lethal left ventricular non-compaction-seizures-hypotonia-cataract-developmental delay syndrome,MONDO,39105,16343,disease,unclassified cardiomyopathy,MONDO
disease_disease,parent-child,29509,15009,disease,"hydrops fetalis, nonimmune, and/or atrial septal defect, susceptibility to",MONDO,35432,3847,disease,Mendelian disease,MONDO
disease_disease,parent-child,31580,15012,disease,mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders,MONDO,35512,2320,disease,congenital nervous system disorder,MONDO
disease_disease,parent-child,31580,15012,disease,mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders,MONDO,35464,19117,disease,genetic nervous system disorder,MONDO
disease_disease,parent-child,31580,15012,disease,mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders,MONDO,27304,10674_9659_9660_9661_11093_9662_16316_16315_18937_18938_1586_19249_19302_17171_17172,disease,mucopolysaccharidosis,MONDO_grouped
disease_disease,parent-child,31580,15012,disease,mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders,MONDO,35496,15159,disease,multiple congenital anomalies/dysmorphic syndrome-intellectual disability,MONDO
disease_disease,parent-child,31580,15012,disease,mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders,MONDO,35553,5087,disease,respiratory system disease,MONDO
disease_disease,parent-child,31580,15012,disease,mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders,MONDO,35498,43005,disease,genetic multiple congenital anomalies/dysmorphic syndrome,MONDO
disease_disease,parent-child,31580,15012,disease,mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders,MONDO,35445,508,disease,syndromic intellectual disability,MONDO
disease_disease,parent-child,31580,15012,disease,mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders,MONDO,35599,18454,disease,dysostosis of genetic origin,MONDO
disease_disease,parent-child,35667,15110,disease,genetic cardiac rhythm disease,MONDO,35432,3847,disease,Mendelian disease,MONDO
disease_disease,parent-child,35667,15110,disease,genetic cardiac rhythm disease,MONDO,35506,7263,disease,cardiac rhythm disease,MONDO
disease_disease,parent-child,39231,15203_19825_22869,disease,coronary artery congenital malformation,MONDO_grouped,37792,19512,disease,congenital heart malformation,MONDO
disease_disease,parent-child,97925,15206,disease,short stature-heart defect-craniofacial anomalies syndrome,MONDO,38365,15160,disease,multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome,MONDO
disease_disease,parent-child,39586,15239,disease,abnormal origin of the pulmonary artery,MONDO,27495,16581,disease,conotruncal heart malformations,MONDO
disease_disease,parent-child,94592,15249,disease,mitral atresia disorder,MONDO,35453,5453,disease,congenital heart disease,MONDO
disease_disease,parent-child,97930,15257,disease,sino-auricular heart block,MONDO,35667,15110,disease,genetic cardiac rhythm disease,MONDO
disease_disease,parent-child,32720,15259,disease,brachydactyly-mesomelia-intellectual disability-heart defects syndrome,MONDO,35512,2320,disease,congenital nervous system disorder,MONDO
disease_disease,parent-child,32720,15259,disease,brachydactyly-mesomelia-intellectual disability-heart defects syndrome,MONDO,35496,15159,disease,multiple congenital anomalies/dysmorphic syndrome-intellectual disability,MONDO
disease_disease,parent-child,32720,15259,disease,brachydactyly-mesomelia-intellectual disability-heart defects syndrome,MONDO,35445,508,disease,syndromic intellectual disability,MONDO
disease_disease,parent-child,28198,13015_11001_13146_12743_13145_13148_14621_12742_12728_15263,disease,Brugada syndrome,MONDO_grouped,35667,15110,disease,genetic cardiac rhythm disease,MONDO
disease_disease,parent-child,28198,13015_11001_13146_12743_13145_13148_14621_12742_12728_15263,disease,Brugada syndrome,MONDO_grouped,35660,992,disease,heart conduction disease,MONDO
disease_disease,parent-child,39590,15273,disease,complete atrioventricular canal,MONDO,38045,17131,disease,genetic cardiac anomaly,MONDO
disease_disease,parent-child,39590,15273,disease,complete atrioventricular canal,MONDO,28501,13747_13769_10859_20290,disease,atrioventricular septal defect,MONDO_grouped
disease_disease,parent-child,32911,15275,disease,partial atrioventricular canal,MONDO,28501,13747_13769_10859_20290,disease,atrioventricular septal defect,MONDO_grouped
disease_disease,parent-child,28629,14329_7171_15281,disease,atrial standstill,MONDO_grouped,35667,15110,disease,genetic cardiac rhythm disease,MONDO
disease_disease,parent-child,28629,14329_7171_15281,disease,atrial standstill,MONDO_grouped,38753,16340,disease,familial restrictive cardiomyopathy,MONDO
disease_disease,parent-child,30839,7702_15284_16432,disease,heart-hand syndrome,MONDO_grouped,35667,15110,disease,genetic cardiac rhythm disease,MONDO
disease_disease,parent-child,30839,7702_15284_16432,disease,heart-hand syndrome,MONDO_grouped,36671,43008,disease,genetic multiple congenital anomalies/dysmorphic syndrome without intellectual disability,MONDO
disease_disease,parent-child,97936,15296,disease,cardiac anomalies-heterotaxy syndrome,MONDO,35669,5267,disease,heart disease,MONDO
disease_disease,parent-child,32358,15449,disease,criss-cross heart,MONDO,37792,19512,disease,congenital heart malformation,MONDO
disease_disease,parent-child,39594,15450,disease,triatrial heart,MONDO,38046,20294,disease,atrial defect and interatrial communication,MONDO
disease_disease,parent-child,39591,15451,disease,univentricular heart,MONDO,37643,19820,disease,univentricular cardiopathy,MONDO
disease_disease,parent-child,94651,15522,disease,situs ambiguus,MONDO,38045,17131,disease,genetic cardiac anomaly,MONDO
disease_disease,parent-child,33406,15661,disease,dextrocardia (disease),MONDO,38546,18677,disease,visceral heterotaxy,MONDO
disease_disease,parent-child,33406,15661,disease,dextrocardia (disease),MONDO,35453,5453,disease,congenital heart disease,MONDO
disease_disease,parent-child,98017,15666,disease,familial idiopathic dilatation of the right atrium (disease),MONDO,38046,20294,disease,atrial defect and interatrial communication,MONDO
disease_disease,parent-child,33710,15677,disease,cardiac diverticulum (disease),MONDO,37792,19512,disease,congenital heart malformation,MONDO
disease_disease,parent-child,98026,15742,disease,periventricular leukomalacia,MONDO,39194,6741,disease,encephalomalacia,MONDO
disease_disease,parent-child,38848,15989,disease,congenital valvular dysplasia,MONDO,38045,17131,disease,genetic cardiac anomaly,MONDO
disease_disease,parent-child,98057,16024,disease,shoulder and thorax deformity-congenital heart disease syndrome,MONDO,38110,17432,disease,syndrome with limb reduction defects,MONDO
disease_disease,parent-child,98057,16024,disease,shoulder and thorax deformity-congenital heart disease syndrome,MONDO,35599,18454,disease,dysostosis of genetic origin,MONDO
disease_disease,parent-child,98057,16024,disease,shoulder and thorax deformity-congenital heart disease syndrome,MONDO,38123,15929,disease,thoracic malformation,MONDO
disease_disease,parent-child,98068,16077,disease,congenital aortopulmonary window,MONDO,27495,16581,disease,conotruncal heart malformations,MONDO
disease_disease,parent-child,98070,16081,disease,coronary arterial fistulas,MONDO,39231,15203_19825_22869,disease,coronary artery congenital malformation,MONDO_grouped
disease_disease,parent-child,98093,16303,disease,congenitally uncorrected transposition of the great arteries with cardiac malformation,MONDO,28721,12128_13463_19443,disease,dextro-looped transposition of the great arteries,MONDO_grouped
disease_disease,parent-child,35888,16342_17401_17402_17403,disease,familial isolated arrhythmogenic ventricular dysplasia,MONDO_grouped,38877,5217,disease,familial cardiomyopathy,MONDO
disease_disease,parent-child,35888,16342_17401_17402_17403,disease,familial isolated arrhythmogenic ventricular dysplasia,MONDO_grouped,38878,16587,disease,arrhythmogenic right ventricular cardiomyopathy,MONDO
disease_disease,parent-child,39431,16348,disease,non-genetic cardiac rhythm disease,MONDO,35506,7263,disease,cardiac rhythm disease,MONDO
disease_disease,parent-child,98109,16424,disease,progressive sensorineural hearing loss-hypertrophic cardiomyopathy syndrome,MONDO,35667,15110,disease,genetic cardiac rhythm disease,MONDO
disease_disease,parent-child,30839,7702_15284_16432,disease,heart-hand syndrome,MONDO_grouped,35599,18454,disease,dysostosis of genetic origin,MONDO
disease_disease,parent-child,30839,7702_15284_16432,disease,heart-hand syndrome,MONDO_grouped,38178,19054,disease,congenital limb malformation,MONDO
disease_disease,parent-child,33492,16460,disease,polyvalvular heart disease syndrome,MONDO,35669,5267,disease,heart disease,MONDO
disease_disease,parent-child,33492,16460,disease,polyvalvular heart disease syndrome,MONDO,38118,43007,disease,genetic multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome,MONDO
disease_disease,parent-child,33051,16515,disease,Kallmann syndrome-heart disease syndrome,MONDO,38179,15770_16553,disease,congenital hypogonadotropic hypogonadism,MONDO_grouped
disease_disease,parent-child,33051,16515,disease,Kallmann syndrome-heart disease syndrome,MONDO,38118,43007,disease,genetic multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome,MONDO
disease_disease,parent-child,27495,16581,disease,conotruncal heart malformations,MONDO,35474,20285,disease,transposition of the great arteries and conotruncal cardiac anomaly,MONDO
disease_disease,parent-child,39548,16582,disease,congenital mitral malformation,MONDO,39284,20288,disease,atrioventricular valve anomaly,MONDO
disease_disease,parent-child,38878,16587,disease,arrhythmogenic right ventricular cardiomyopathy,MONDO,37524,591,disease,intrinsic cardiomyopathy,MONDO
disease_disease,parent-child,33214,16641,disease,limb transversal defect-cardiac anomaly syndrome,MONDO,38110,17432,disease,syndrome with limb reduction defects,MONDO
disease_disease,parent-child,33214,16641,disease,limb transversal defect-cardiac anomaly syndrome,MONDO,35599,18454,disease,dysostosis of genetic origin,MONDO
disease_disease,parent-child,32770,16719,disease,microcephaly-seizures-intellectual disability-heart disease syndrome,MONDO,35512,2320,disease,congenital nervous system disorder,MONDO
disease_disease,parent-child,32770,16719,disease,microcephaly-seizures-intellectual disability-heart disease syndrome,MONDO,35496,15159,disease,multiple congenital anomalies/dysmorphic syndrome-intellectual disability,MONDO
disease_disease,parent-child,32770,16719,disease,microcephaly-seizures-intellectual disability-heart disease syndrome,MONDO,35445,508,disease,syndromic intellectual disability,MONDO
disease_disease,parent-child,98175,16727,disease,extraventricular neurocytoma,MONDO,37927,16726,disease,neuronal tumor,MONDO
disease_disease,parent-child,98175,16727,disease,extraventricular neurocytoma,MONDO,37667,16729,disease,mixed neuronal-glial tumor,MONDO
disease_disease,parent-child,38715,17129,disease,inherited cardiac tumor,MONDO,35432,3847,disease,Mendelian disease,MONDO
disease_disease,parent-child,38715,17129,disease,inherited cardiac tumor,MONDO,36160,21209,disease,heart neoplasm,MONDO
disease_disease,parent-child,38045,17131,disease,genetic cardiac anomaly,MONDO,35447,21147,disease,disorder of development or morphogenesis,MONDO
disease_disease,parent-child,39558,17152,disease,pulmonary arterial hypertension associated with congenital heart disease,MONDO,39361,17150,disease,pulmonary arterial hypertension associated with another disease,MONDO
disease_disease,parent-child,39598,17300,disease,congenital pericardium anomaly,MONDO,37792,19512,disease,congenital heart malformation,MONDO
disease_disease,parent-child,32412,17301,disease,pericardial and diaphragmatic defect,MONDO,38258,15216,disease,syndromic diaphragmatic or abdominal wall malformation,MONDO
disease_disease,parent-child,32604,17315,disease,short stature-webbed neck-heart disease syndrome,MONDO,35512,2320,disease,congenital nervous system disorder,MONDO
disease_disease,parent-child,32604,17315,disease,short stature-webbed neck-heart disease syndrome,MONDO,35496,15159,disease,multiple congenital anomalies/dysmorphic syndrome-intellectual disability,MONDO
disease_disease,parent-child,32604,17315,disease,short stature-webbed neck-heart disease syndrome,MONDO,35445,508,disease,syndromic intellectual disability,MONDO
disease_disease,parent-child,84050,17988,disease,multifocal atrial tachycardia (disease),MONDO,39431,16348,disease,non-genetic cardiac rhythm disease,MONDO
disease_disease,parent-child,32495,17989,disease,His bundle tachycardia,MONDO,35667,15110,disease,genetic cardiac rhythm disease,MONDO
disease_disease,parent-child,27503,14191_12762_11484_13966_13529_17990,disease,catecholaminergic polymorphic ventricular tachycardia,MONDO_grouped,39432,20575,disease,polymorphic ventricular tachycardia,MONDO
disease_disease,parent-child,27503,14191_12762_11484_13966_13529_17990,disease,catecholaminergic polymorphic ventricular tachycardia,MONDO_grouped,27321,8648,disease,"ventricular tachycardia, familial",MONDO
disease_disease,parent-child,27503,14191_12762_11484_13966_13529_17990,disease,catecholaminergic polymorphic ventricular tachycardia,MONDO_grouped,35660,992,disease,heart conduction disease,MONDO
disease_disease,parent-child,32564,18043,disease,Thomas syndrome,MONDO,35669,5267,disease,heart disease,MONDO
disease_disease,parent-child,27948,13544_15001_12828_14156_13545_12677_13513_14155_12816_11857_13530_12678_14340_12066_18054_12167_13100,disease,familial atrial fibrillation,MONDO_grouped,33618,4981,disease,atrial fibrillation (disease),MONDO
disease_disease,parent-child,27948,13544_15001_12828_14156_13545_12677_13513_14155_12816_11857_13530_12678_14340_12066_18054_12167_13100,disease,familial atrial fibrillation,MONDO_grouped,35667,15110,disease,genetic cardiac rhythm disease,MONDO
disease_disease,parent-child,95080,18072,disease,persistent truncus arteriosus (disease),MONDO,27495,16581,disease,conotruncal heart malformations,MONDO
disease_disease,parent-child,95080,18072,disease,persistent truncus arteriosus (disease),MONDO,35453,5453,disease,congenital heart disease,MONDO
disease_disease,parent-child,33384,18082,disease,aorto-ventricular tunnel (disease),MONDO,39129,20293,disease,ascending aorta anomaly,MONDO
disease_disease,parent-child,33375,18089,disease,double outlet right ventricle,MONDO,27495,16581,disease,conotruncal heart malformations,MONDO
disease_disease,parent-child,33375,18089,disease,double outlet right ventricle,MONDO,38045,17131,disease,genetic cardiac anomaly,MONDO
disease_disease,parent-child,33375,18089,disease,double outlet right ventricle,MONDO,29318,13746_13749_13748_2070,disease,ventricular septal defect,MONDO_grouped
disease_disease,parent-child,94595,18090,disease,double outlet left ventricle (disease),MONDO,27495,16581,disease,conotruncal heart malformations,MONDO
disease_disease,parent-child,32903,18131,disease,neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome due to 9q21 microdeletion,MONDO,33244,18681,disease,neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome,MONDO
disease_disease,parent-child,32903,18131,disease,neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome due to 9q21 microdeletion,MONDO,39102,16908,disease,partial monosomy of the long arm of chromosome 9,MONDO
disease_disease,parent-child,39411,18185,disease,congenital anomaly of the great veins,MONDO,37792,19512,disease,congenital heart malformation,MONDO
disease_disease,parent-child,33408,18203,disease,LMNA-related cardiocutaneous progeria syndrome,MONDO,35669,5267,disease,heart disease,MONDO
disease_disease,parent-child,94904,18498,disease,double outlet right ventricle with subaortic or doubly committed ventricular septal defect,MONDO,33375,18089,disease,double outlet right ventricle,MONDO
disease_disease,parent-child,98520,18499,disease,"double outlet right ventricle with atrioventricular septal defect, pulmonary stenosis, heterotaxy",MONDO,33375,18089,disease,double outlet right ventricle,MONDO
disease_disease,parent-child,33669,18664,disease,ectopia cordis (disease),MONDO,37792,19512,disease,congenital heart malformation,MONDO
disease_disease,parent-child,38546,18677,disease,visceral heterotaxy,MONDO,39479,20284,disease,heart position anomaly,MONDO
disease_disease,parent-child,33244,18681,disease,neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome,MONDO,35512,2320,disease,congenital nervous system disorder,MONDO
disease_disease,parent-child,33244,18681,disease,neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome,MONDO,35464,19117,disease,genetic nervous system disorder,MONDO
disease_disease,parent-child,33244,18681,disease,neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome,MONDO,35496,15159,disease,multiple congenital anomalies/dysmorphic syndrome-intellectual disability,MONDO
disease_disease,parent-child,33244,18681,disease,neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome,MONDO,35498,43005,disease,genetic multiple congenital anomalies/dysmorphic syndrome,MONDO
disease_disease,parent-child,33244,18681,disease,neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome,MONDO,35445,508,disease,syndromic intellectual disability,MONDO
disease_disease,parent-child,33244,18681,disease,neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome,MONDO,35599,18454,disease,dysostosis of genetic origin,MONDO
disease_disease,parent-child,32647,18684,disease,idiopathic neonatal atrial flutter,MONDO,39431,16348,disease,non-genetic cardiac rhythm disease,MONDO
disease_disease,parent-child,27703,18685,disease,incessant infant ventricular tachycardia,MONDO,39431,16348,disease,non-genetic cardiac rhythm disease,MONDO
disease_disease,parent-child,38942,18758,disease,familial patent arterial duct,MONDO,38045,17131,disease,genetic cardiac anomaly,MONDO
disease_disease,parent-child,38142,18771,disease,congenital anomaly of ventricular septum,MONDO,37792,19512,disease,congenital heart malformation,MONDO
disease_disease,parent-child,38142,18771,disease,congenital anomaly of ventricular septum,MONDO,35669,5267,disease,heart disease,MONDO
disease_disease,parent-child,32904,18820,disease,recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,MONDO,35667,15110,disease,genetic cardiac rhythm disease,MONDO
disease_disease,parent-child,32904,18820,disease,recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,MONDO,35445,508,disease,syndromic intellectual disability,MONDO
disease_disease,parent-child,32904,18820,disease,recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,MONDO,35515,19052,disease,inborn errors of metabolism,MONDO
disease_disease,parent-child,32904,18820,disease,recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,MONDO,35488,15656_16401,disease,metabolic disease with epilepsy,MONDO_grouped
disease_disease,parent-child,32904,18820,disease,recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,MONDO,35480,24237,disease,inherited neurodegenerative disorder,MONDO
disease_disease,parent-child,28122,14152_11403_14042_14163_18901_12285,disease,left ventricular noncompaction,MONDO_grouped,38877,5217,disease,familial cardiomyopathy,MONDO
disease_disease,parent-child,28122,14152_11403_14042_14163_18901_12285,disease,left ventricular noncompaction,MONDO_grouped,37524,591,disease,intrinsic cardiomyopathy,MONDO
disease_disease,parent-child,28122,14152_11403_14042_14163_18901_12285,disease,left ventricular noncompaction,MONDO_grouped,35453,5453,disease,congenital heart disease,MONDO
disease_disease,parent-child,28122,14152_11403_14042_14163_18901_12285,disease,left ventricular noncompaction,MONDO_grouped,39105,16343,disease,unclassified cardiomyopathy,MONDO
disease_disease,parent-child,28122,14152_11403_14042_14163_18901_12285,disease,left ventricular noncompaction,MONDO_grouped,35690,2254,disease,syndromic disease,MONDO
disease_disease,parent-child,33301,18923,disease,22q11.2 deletion syndrome,MONDO,35669,5267,disease,heart disease,MONDO
disease_disease,parent-child,94932,19075,disease,Bosley-Salih-Alorainy syndrome,MONDO,35669,5267,disease,heart disease,MONDO
disease_disease,parent-child,32786,19153,disease,brain malformation-congenital heart disease-postaxial polydactyly syndrome,MONDO,35512,2320,disease,congenital nervous system disorder,MONDO
disease_disease,parent-child,32786,19153,disease,brain malformation-congenital heart disease-postaxial polydactyly syndrome,MONDO,35496,15159,disease,multiple congenital anomalies/dysmorphic syndrome-intellectual disability,MONDO
disease_disease,parent-child,32786,19153,disease,brain malformation-congenital heart disease-postaxial polydactyly syndrome,MONDO,35669,5267,disease,heart disease,MONDO
disease_disease,parent-child,32786,19153,disease,brain malformation-congenital heart disease-postaxial polydactyly syndrome,MONDO,35445,508,disease,syndromic intellectual disability,MONDO
disease_disease,parent-child,33141,19158,disease,tropical endomyocardial fibrosis,MONDO,36341,16345,disease,non-familial restrictive cardiomyopathy,MONDO
disease_disease,parent-child,27655,19171,disease,familial long QT syndrome,MONDO,35667,15110,disease,genetic cardiac rhythm disease,MONDO
disease_disease,parent-child,28721,12128_13463_19443,disease,dextro-looped transposition of the great arteries,MONDO_grouped,38045,17131,disease,genetic cardiac anomaly,MONDO
disease_disease,parent-child,28721,12128_13463_19443,disease,dextro-looped transposition of the great arteries,MONDO_grouped,35453,5453,disease,congenital heart disease,MONDO
disease_disease,parent-child,28103,7240_7701_11474_19490,disease,progressive familial heart block,MONDO_grouped,35667,15110,disease,genetic cardiac rhythm disease,MONDO
disease_disease,parent-child,28103,7240_7701_11474_19490,disease,progressive familial heart block,MONDO_grouped,35660,992,disease,heart conduction disease,MONDO
disease_disease,parent-child,98672,19493,disease,primary adult heart tumor,MONDO,36160,21209,disease,heart neoplasm,MONDO
disease_disease,parent-child,98673,19494,disease,primary pediatric heart tumor,MONDO,36160,21209,disease,heart neoplasm,MONDO
disease_disease,parent-child,32798,19506,disease,obesity-colitis-hypothyroidism-cardiac hypertrophy-developmental delay syndrome,MONDO,38615,15778,disease,syndromic hypothyroidism,MONDO
disease_disease,parent-child,37792,19512,disease,congenital heart malformation,MONDO,36967,24239,disease,congenital anomaly of cardiovascular system,MONDO
disease_disease,parent-child,32624,19767,disease,hamel cerebro-palato-cardiac syndrome,MONDO,32065,10653,disease,Renpenning syndrome,MONDO
disease_disease,parent-child,94596,19807,disease,mesocardia (disease),MONDO,39479,20284,disease,heart position anomaly,MONDO
disease_disease,parent-child,94591,19808,disease,aortic valve atresia (disease),MONDO,35453,5453,disease,congenital heart disease,MONDO
disease_disease,parent-child,37643,19820,disease,univentricular cardiopathy,MONDO,37792,19512,disease,congenital heart malformation,MONDO
disease_disease,parent-child,39593,19826,disease,abnormal origin or aberrant course of coronary artery,MONDO,39231,15203_19825_22869,disease,coronary artery congenital malformation,MONDO_grouped
disease_disease,parent-child,39597,19831,disease,congenital anomaly of the coronary sinus,MONDO,39483,17710,disease,congenital systemic veins anomaly,MONDO
disease_disease,parent-child,39595,19837,disease,atrial appendage anomaly,MONDO,38046,20294,disease,atrial defect and interatrial communication,MONDO
disease_disease,parent-child,98734,19862,disease,levocardia,MONDO,38546,18677,disease,visceral heterotaxy,MONDO
disease_disease,parent-child,32244,19944,disease,Eisenmenger syndrome,MONDO,39558,17152,disease,pulmonary arterial hypertension associated with congenital heart disease,MONDO
disease_disease,parent-child,39117,20064_20110_43187,disease,pulmonary agenesis,MONDO_grouped,27495,16581,disease,conotruncal heart malformations,MONDO
disease_disease,parent-child,38567,20231,disease,cardiac disease with cataract,MONDO,35669,5267,disease,heart disease,MONDO
disease_disease,parent-child,38567,20231,disease,cardiac disease with cataract,MONDO,38773,20227,disease,systemic disease with cataract,MONDO
disease_disease,parent-child,39479,20284,disease,heart position anomaly,MONDO,37792,19512,disease,congenital heart malformation,MONDO
disease_disease,parent-child,35474,20285,disease,transposition of the great arteries and conotruncal cardiac anomaly,MONDO,37792,19512,disease,congenital heart malformation,MONDO
disease_disease,parent-child,38174,20286,disease,aortic malformation,MONDO,35474,20285,disease,transposition of the great arteries and conotruncal cardiac anomaly,MONDO
disease_disease,parent-child,38756,20287,disease,pulmonary artery or pulmonary branch anomaly,MONDO,35474,20285,disease,transposition of the great arteries and conotruncal cardiac anomaly,MONDO
disease_disease,parent-child,39284,20288,disease,atrioventricular valve anomaly,MONDO,37792,19512,disease,congenital heart malformation,MONDO
disease_disease,parent-child,39284,20288,disease,atrioventricular valve anomaly,MONDO,35670,2869,disease,heart valve disease,MONDO
disease_disease,parent-child,33663,20289,disease,congenital tricuspid malformation,MONDO,39284,20288,disease,atrioventricular valve anomaly,MONDO
disease_disease,parent-child,28501,13747_13769_10859_20290,disease,atrioventricular septal defect,MONDO_grouped,35432,3847,disease,Mendelian disease,MONDO
disease_disease,parent-child,28501,13747_13769_10859_20290,disease,atrioventricular septal defect,MONDO_grouped,39284,20288,disease,atrioventricular valve anomaly,MONDO
disease_disease,parent-child,28501,13747_13769_10859_20290,disease,atrioventricular septal defect,MONDO_grouped,36491,2078,disease,heart septal defect,MONDO
disease_disease,parent-child,38755,20291,disease,hypoplastic right heart syndrome,MONDO,35690,2254,disease,syndromic disease,MONDO
disease_disease,parent-child,38755,20291,disease,hypoplastic right heart syndrome,MONDO,37643,19820,disease,univentricular cardiopathy,MONDO
disease_disease,parent-child,39138,20292,disease,congenital anomaly of the great arteries,MONDO,37792,19512,disease,congenital heart malformation,MONDO
disease_disease,parent-child,38046,20294,disease,atrial defect and interatrial communication,MONDO,37792,19512,disease,congenital heart malformation,MONDO
disease_disease,parent-child,30720,7130_17705_20295_20453,disease,congenital pulmonary venous return anomaly,MONDO_grouped,35453,5453,disease,congenital heart disease,MONDO
disease_disease,parent-child,28816,14966_32588_30061_14240_20341,disease,periventricular nodular heterotopia,MONDO_grouped,33343,16292,disease,nodular neuronal heterotopia,MONDO
disease_disease,parent-child,28816,14966_32588_30061_14240_20341,disease,periventricular nodular heterotopia,MONDO_grouped,35464,19117,disease,genetic nervous system disorder,MONDO
disease_disease,parent-child,84105,20386,disease,double outlet right ventricle with subaortic or doubly committed ventricular septal defect with pulmonary stenosis,MONDO,33375,18089,disease,double outlet right ventricle,MONDO
disease_disease,parent-child,94905,20387,disease,double outlet right ventricle with subpulmonary ventricular septal defect,MONDO,33375,18089,disease,double outlet right ventricle,MONDO
disease_disease,parent-child,94906,20388,disease,double outlet right ventricle with non-committed subpulmonary ventricular septal defect,MONDO,33375,18089,disease,double outlet right ventricle,MONDO
disease_disease,parent-child,98808,20389,disease,pulmonary valve agenesis-ventricular septal defect-persistent ductus arteriosus syndrome,MONDO,39117,20064_20110_43187,disease,pulmonary agenesis,MONDO_grouped
disease_disease,parent-child,94897,20406,disease,complete atrioventricular canal-left heart obstruction syndrome,MONDO,39590,15273,disease,complete atrioventricular canal,MONDO
disease_disease,parent-child,94898,20407,disease,complete atrioventricular canal-ventricle hypoplasia syndrome,MONDO,39590,15273,disease,complete atrioventricular canal,MONDO
disease_disease,parent-child,94899,20408,disease,complete atrioventricular canal-tetralogy of fallot syndrome,MONDO,39590,15273,disease,complete atrioventricular canal,MONDO
disease_disease,parent-child,98819,20409,disease,univentricular heart with single atrio-ventricular valve,MONDO,39591,15451,disease,univentricular heart,MONDO
disease_disease,parent-child,98820,20410,disease,aorto-right ventricular tunnel,MONDO,33384,18082,disease,aorto-ventricular tunnel (disease),MONDO
disease_disease,parent-child,98821,20411,disease,aorto-left ventricular tunnel,MONDO,33384,18082,disease,aorto-ventricular tunnel (disease),MONDO
disease_disease,parent-child,98829,20421,disease,coronary artery intramyocardial course,MONDO,39593,19826,disease,abnormal origin or aberrant course of coronary artery,MONDO
disease_disease,parent-child,98830,20422,disease,aortopulmonary coronary arterial course,MONDO,39593,19826,disease,abnormal origin or aberrant course of coronary artery,MONDO
disease_disease,parent-child,98831,20423,disease,stenosis or atrophy of the coronary ostium,MONDO,39593,19826,disease,abnormal origin or aberrant course of coronary artery,MONDO
disease_disease,parent-child,98832,20424,disease,intramural coronary arterial course,MONDO,39593,19826,disease,abnormal origin or aberrant course of coronary artery,MONDO
disease_disease,parent-child,98833,20425,disease,abnormal number of coronary ostia,MONDO,39593,19826,disease,abnormal origin or aberrant course of coronary artery,MONDO
disease_disease,parent-child,98834,20426,disease,malposition of the coronary ostium,MONDO,39593,19826,disease,abnormal origin or aberrant course of coronary artery,MONDO
disease_disease,parent-child,98835,20427,disease,Laubry-Pezzi syndrome,MONDO,38142,18771,disease,congenital anomaly of ventricular septum,MONDO
